CD_MAKE_VEH1,CD_MODEL_VEH,CD_CLR_BDY_VEH_P,NB_YEAR_MFC_VEH,TOTAL1
HOLDEN,HOLDEN,GRN,2015,1
HOLDEN,HOLDEN,WHI,2015,3
HOLDEN,HOLDEN,OGE,2017,1
HOLDEN,HOLDEN,WHI,2017,1
HOLDEN,HOLDEN,WHI,2018,1
HONDA ,HON-89,RED,1993,1
HONDA ,HONDA ,RED,1978,1
HONDA ,HONDA ,RED,2008,1
HONDA ,HONDA ,WHI,2023,1
HONDA ,HONDA ,WHI,2024,1
HONDA ,HONDAZ,BLK,2023,1
HONDA ,HONDAZ,GRY,2023,1
HONDA ,HONDAZ,RED,2023,2
HONDA ,HONDAZ,WHI,2023,1
HONDA ,HORNET,BLU,2002,1
HONDA ,HORNET,WHI,2024,1
HOLDEN,HQ    ,PNK,1972,1
HOLDEN,HQ    ,YLW,1973,1
HOLDEN,HQ    ,YLW,1974,1
HOLDEN,HR    ,CRM,1966,1
HONDA ,HR-V  ,BLU,2015,1
HONDA ,HR-V  ,WHI,2015,3
HONDA ,HR-V  ,BLK,2016,1
HONDA ,HR-V  ,SIL,2016,3
HONDA ,HR-V  ,WHI,2016,1
HONDA ,HR-V  ,GRY,2017,2
HONDA ,HR-V  ,WHI,2017,1
HONDA ,HR-V  ,BLU,2018,1
HONDA ,HR-V  ,OGE,2018,1
HONDA ,HR-V  ,WHI,2018,4
HONDA ,HR-V  ,SIL,2019,1
HONDA ,HR-V  ,WHI,2019,3
HONDA ,HR-V  ,GRY,2020,1
HONDA ,HR-V  ,WHI,2020,1
HONDA ,HR-V  ,BLK,2021,1
HONDA ,HR-V  ,GRY,2021,3
HONDA ,HR-V  ,OGE,2021,1
HONDA ,HR-V  ,RED,2021,3
HONDA ,HR-V  ,SIL,2021,1
HONDA ,HR-V  ,WHI,2021,2
HONDA ,HR-V  ,WHI,2022,1
HONDA ,HR-V  ,RED,2023,1
HONDA ,HR-V  ,WHI,2023,3
HONDA ,HR-V06,WHI,2015,1
HONDA ,HRV   ,GRN,1999,1
HONDA ,HRV   ,SIL,1999,2
HONDA ,HRV   ,BLU,2000,1
HONDA ,HRV   ,GRN,2000,1
HONDA ,HRV   ,SIL,2000,1
HONDA ,HRV   ,BLK,2015,11
HONDA ,HRV   ,BLU,2015,6
HONDA ,HRV   ,GRN,2015,1
HONDA ,HRV   ,RED,2015,1
HONDA ,HRV   ,SIL,2015,4
HONDA ,HRV   ,WHI,2015,15
HONDA ,HRV   ,BLK,2016,10
HONDA ,HRV   ,BLU,2016,4
HONDA ,HRV   ,GRY,2016,5
HONDA ,HRV   ,RED,2016,2
HONDA ,HRV   ,SIL,2016,6
HONDA ,HRV   ,WHI,2016,15
HONDA ,HRV   ,BLK,2017,3
HONDA ,HRV   ,BLU,2017,4
HONDA ,HRV   ,GRY,2017,3
HONDA ,HRV   ,RED,2017,1
HONDA ,HRV   ,SIL,2017,5
HONDA ,HRV   ,WHI,2017,12
HONDA ,HRV   ,BLK,2018,2
HONDA ,HRV   ,BLU,2018,2
HONDA ,HRV   ,GRY,2018,4
HONDA ,HRV   ,OGE,2018,1
HONDA ,HRV   ,RED,2018,2
HONDA ,HRV   ,SIL,2018,6
HONDA ,HRV   ,WHI,2018,10
HONDA ,HRV   ,BLK,2019,4
HONDA ,HRV   ,BLU,2019,6
HONDA ,HRV   ,GRY,2019,3
HONDA ,HRV   ,RED,2019,1
HONDA ,HRV   ,SIL,2019,3
HONDA ,HRV   ,WHI,2019,10
HONDA ,HRV   ,BLU,2020,3
HONDA ,HRV   ,GRY,2020,2
HONDA ,HRV   ,RED,2020,2
HONDA ,HRV   ,SIL,2020,1
HONDA ,HRV   ,WHI,2020,3
HONDA ,HRV   ,BLU,2021,2
HONDA ,HRV   ,GRY,2021,1
HONDA ,HRV   ,RED,2021,4
HONDA ,HRV   ,SIL,2021,3
HONDA ,HRV   ,WHI,2021,3
HONDA ,HRV   ,GRY,2022,7
HONDA ,HRV   ,RED,2022,4
HONDA ,HRV   ,WHI,2022,8
HONDA ,HRV   ,BLK,2023,4
HONDA ,HRV   ,GRY,2023,3
HONDA ,HRV   ,RED,2023,7
HONDA ,HRV   ,WHI,2023,8
HONDA ,HRV   ,BLK,2024,11
HONDA ,HRV   ,GRY,2024,19
HONDA ,HRV   ,RED,2024,19
HONDA ,HRV   ,SIL,2024,4
HONDA ,HRV   ,WHI,2024,27
N HOLL,HRV   ,GRY,2021,1
HONDA ,HRV EH,GRY,2023,1
HONDA ,HRV EH,GRY,2024,2
HONDA ,HRV EH,RED,2024,1
HONDA ,HRV EH,WHI,2024,1
HONDA ,HRV LE,WHI,2015,1
HONDA ,HRV RS,BLU,2018,1
HONDA ,HRV RS,BLK,2019,1
HONDA ,HRV RS,WHI,2019,2
HONDA ,HRV VI,RED,2022,2
HONDA ,HRV VI,WHI,2022,2
HONDA ,HRV VI,BLK,2023,2
HONDA ,HRV VI,GRY,2023,1
HONDA ,HRV VI,RED,2023,3
HONDA ,HRV VI,WHI,2023,6
HONDA ,HRV VT,WHI,2017,2
HONDA ,HRV VT,BLU,2019,1
HONDA ,HRV VT,GRY,2019,1
HONDA ,HRV VT,RED,2019,1
HONDA ,HRV VT,WHI,2019,1
HONDA ,HRV VT,WHI,2020,1
HONDA ,HRV VT,BLK,2021,2
HONDA ,HRV VT,RED,2021,1
HONDA ,HRV VT,SIL,2021,1
LEXUS ,HS    ,WHI,2009,1
LEXUS ,HS    ,SIL,2014,2
M G   ,HS    ,RED,2019,1
M G   ,HS    ,WHI,2019,1
M G   ,HS    ,BLK,2020,1
M G   ,HS    ,WHI,2020,2
M G   ,HS    ,BLK,2021,3
M G   ,HS    ,BLU,2021,3
M G   ,HS    ,RED,2021,1
M G   ,HS    ,WHI,2021,14
M G   ,HS    ,BLK,2022,8
M G   ,HS    ,BLU,2022,4
M G   ,HS    ,RED,2022,12
M G   ,HS    ,SIL,2022,12
M G   ,HS    ,WHI,2022,52
M G   ,HS    ,BLK,2023,7
M G   ,HS    ,BLU,2023,4
M G   ,HS    ,RED,2023,6
M G   ,HS    ,SIL,2023,5
M G   ,HS    ,WHI,2023,23
M G   ,HS    ,BLK,2024,1
M G   ,HS    ,RED,2024,3
M G   ,HS    ,SIL,2024,3
M G   ,HS    ,WHI,2024,8
M A N ,HS COR,WHI,2021,3
M G   ,HS COR,WHI,2021,3
M G   ,HS ESS,BLK,2021,2
M G   ,HS ESS,WHI,2021,1
M G   ,HS ESS,BLK,2022,9
M G   ,HS ESS,BLU,2022,1
M G   ,HS ESS,WHI,2022,1
M G   ,HS ESS,BLU,2023,1
M G   ,HS ESS,SIL,2023,1
M G   ,HS ESS,WHI,2023,8
M G   ,HS ESS,BLU,2024,1
M G   ,HS ESS,WHI,2024,5
M G   ,HS EV ,SIL,2022,2
M G   ,HS EV ,WHI,2022,1
M G   ,HS EV ,BLK,2023,5
M G   ,HS EV ,RED,2023,1
M G   ,HS EV ,WHI,2023,2
M G   ,HS EV ,RED,2024,1
M G   ,HS EXC,BLK,2020,1
M G   ,HS EXC,RED,2020,1
M G   ,HS EXC,RED,2021,1
M G   ,HS EXC,WHI,2021,2
M G   ,HS EXC,WHI,2022,2
M G   ,HS EXC,RED,2023,1
M G   ,HS EXC,SIL,2023,1
M G   ,HS EXC,WHI,2023,7
M G   ,HS EXC,BLK,2024,2
M G   ,HS EXC,BLU,2024,1
M G   ,HS PHE,WHI,2021,1
M G   ,HS PHE,WHI,2022,5
M G   ,HS PLU,RED,2022,1
M G   ,HS PLU,WHI,2022,3
M G   ,HS PLU,BLK,2023,1
M G   ,HS PLU,BLK,2024,1
M G   ,HS PLU,RED,2024,2
M G   ,HS PLU,SIL,2024,3
M G   ,HS PLU,WHI,2024,1
M G   ,HS VIB,BLU,2020,1
M G   ,HS VIB,WHI,2021,1
M G   ,HS VIB,BLU,2022,1
M G   ,HS VIB,RED,2022,27
M G   ,HS VIB,SIL,2022,1
M G   ,HS VIB,WHI,2022,88
M G   ,HS VIB,RED,2023,1
M G   ,HS VIB,SIL,2023,1
M G   ,HS VIB,WHI,2023,5
M G   ,HS VIB,BLK,2024,1
M G   ,HS VIB,RED,2024,1
M G   ,HS VIB,SIL,2024,1
M G   ,HS VIB,WHI,2024,1
LEXUS ,HS250 ,SIL,2009,1
LEXUS ,HS250H,BLK,2015,1
M G   ,HSEV E,WHI,2024,1
TOYOTA,HSJ75 ,SIL,1998,1
M G   ,HSPHE ,BLU,2022,2
HOLDEN,HSV   ,BLK,2008,1
HOLDEN,HSV   ,WHI,2014,1
HOLDEN,HSV   ,OGE,2017,1
HOLDEN,HSV   ,WHI,2017,1
HOLDEN,HSV SP,WHI,2019,1
HOLDEN,HSV SP,BLK,2020,1
HOLDEN,HSVCOM,OGE,1999,1
HOLDEN,HSVGTS,RED,2007,1
HOLDEN,HT MON,BRZ,1970,1
HAULOT,HT5210,YLW,2022,1
HOLDEN,HTMONA,GRN,1969,1
TOYOTA,HUACE ,WHI,2024,1
R ENF ,HUNTER,BLK,2022,1
LAMB G,HURAC ,WHI,2018,1
LAMB G,HURAC ,BLK,2019,1
LAMB G,HURACA,BLK,2016,1
LAMB G,HURACA,WHI,2022,1
KUBOTA,HVX112,OGE,2024,1
KUBOTA,HVX114,OGE,2024,1
STERLI,HX9500,WHI,2008,1
HONDA ,HYBRID,YLW,2014,2
DUCATI,HYPER ,RED,2008,1
DUCATI,HYPER ,RED,2017,1
DUCATI,HYPERS,RED,2007,1
HYNDAI,HYUNDA,SIL,2015,1
HOLDEN,HZ    ,GRN,1977,1
HOLDEN,HZ1TON,BLK,1978,1
TOYOTA,HZJ75 ,WHI,1992,1
TOYOTA,HZJ78R,BEI,2001,1
HONDA ,HZV   ,GRY,2023,1
HONDA ,HZV   ,RED,2023,2
HONDA ,HZV   ,WHI,2023,2
HYNDAI,i20N  ,SIL,2023,1
HYNDAI,i30N  ,WHI,2021,1
MITSUB,I     ,WHI,2009,1
HYNDAI,I 30  ,WHI,2008,1
HYNDAI,I 30  ,SIL,2009,1
HYNDAI,I 30  ,BLK,2010,1
HYNDAI,I 30  ,GRY,2022,1
HYNDAI,I LOAD,WHI,2008,1
HYNDAI,I LOAD,WHI,2014,1
HYNDAI,I LOAD,WHI,2016,2
HYNDAI,I LOAD,WHI,2020,1
HYNDAI,I MAX ,BLU,2009,1
HYNDAI,I20   ,GRN,2010,2
HYNDAI,I20   ,RED,2010,3
HYNDAI,I20   ,SIL,2010,1
HYNDAI,I20   ,BLK,2011,3
HYNDAI,I20   ,BLU,2011,3
HYNDAI,I20   ,GRN,2011,1
HYNDAI,I20   ,GRY,2011,3
HYNDAI,I20   ,RED,2011,8
HYNDAI,I20   ,SIL,2011,10
HYNDAI,I20   ,WHI,2011,5
HYNDAI,I20   ,BLK,2012,7
HYNDAI,I20   ,BLU,2012,6
HYNDAI,I20   ,GRN,2012,3
HYNDAI,I20   ,GRY,2012,8
HYNDAI,I20   ,RED,2012,7
HYNDAI,I20   ,SIL,2012,10
HYNDAI,I20   ,WHI,2012,11
HYNDAI,I20   ,BLK,2013,4
HYNDAI,I20   ,BLU,2013,5
HYNDAI,I20   ,GRY,2013,16
HYNDAI,I20   ,RED,2013,7
HYNDAI,I20   ,SIL,2013,5
HYNDAI,I20   ,WHI,2013,16
HYNDAI,I20   ,BLK,2014,3
HYNDAI,I20   ,BLU,2014,6
HYNDAI,I20   ,GRY,2014,6
HYNDAI,I20   ,RED,2014,7
HYNDAI,I20   ,SIL,2014,6
HYNDAI,I20   ,WHI,2014,10
HYNDAI,I20   ,BLU,2015,2
HYNDAI,I20   ,GRY,2015,1
HYNDAI,I20   ,RED,2015,4
HYNDAI,I20   ,SIL,2015,4
HYNDAI,I20   ,WHI,2015,16
HYNDAI,I20   ,SIL,2021,1
HYNDAI,I20   ,WHI,2022,2
HYNDAI,I20   ,BLK,2023,1
HYNDAI,I20   ,WHI,2024,3
B M W ,I3    ,SIL,2014,2
B M W ,I3    ,WHI,2015,1
B M W ,I3    ,BLK,2019,1
B M W ,I3    ,GRY,2019,2
HYNDAI,I30   ,BLK,2007,3
HYNDAI,I30   ,BLU,2007,4
HYNDAI,I30   ,GRY,2007,3
HYNDAI,I30   ,SIL,2007,1
HYNDAI,I30   ,WHI,2007,2
HYNDAI,I30   ,BLK,2008,4
HYNDAI,I30   ,BLU,2008,13
HYNDAI,I30   ,GRY,2008,9
HYNDAI,I30   ,RED,2008,2
HYNDAI,I30   ,SIL,2008,5
HYNDAI,I30   ,WHI,2008,5
HYNDAI,I30   ,BLK,2009,7
HYNDAI,I30   ,BLU,2009,25
HYNDAI,I30   ,GRY,2009,8
HYNDAI,I30   ,RED,2009,12
HYNDAI,I30   ,SIL,2009,16
HYNDAI,I30   ,WHI,2009,12
HYNDAI,I30   ,BLK,2010,8
HYNDAI,I30   ,BLU,2010,18
HYNDAI,I30   ,GRY,2010,16
HYNDAI,I30   ,RED,2010,12
HYNDAI,I30   ,SIL,2010,16
HYNDAI,I30   ,WHI,2010,19
HYNDAI,I30   ,BLK,2011,3
HYNDAI,I30   ,BLU,2011,15
HYNDAI,I30   ,GRY,2011,2
HYNDAI,I30   ,RED,2011,14
HYNDAI,I30   ,SIL,2011,27
HYNDAI,I30   ,WHI,2011,20
HYNDAI,I30   ,BLK,2012,13
HYNDAI,I30   ,BLU,2012,24
HYNDAI,I30   ,GRY,2012,13
HYNDAI,I30   ,RED,2012,12
HYNDAI,I30   ,SIL,2012,35
HYNDAI,I30   ,WHI,2012,24
HYNDAI,I30   ,BLK,2013,14
HYNDAI,I30   ,BLU,2013,21
HYNDAI,I30   ,GRY,2013,4
HYNDAI,I30   ,RED,2013,30
HYNDAI,I30   ,SIL,2013,36
HYNDAI,I30   ,WHI,2013,36
HYNDAI,I30   ,BLK,2014,5
HYNDAI,I30   ,BLU,2014,20
HYNDAI,I30   ,GRY,2014,1
HYNDAI,I30   ,RED,2014,25
HYNDAI,I30   ,SIL,2014,60
HYNDAI,I30   ,WHI,2014,44
HYNDAI,I30   ,BLK,2015,16
HYNDAI,I30   ,BLU,2015,10
HYNDAI,I30   ,GRY,2015,6
HYNDAI,I30   ,RED,2015,25
HYNDAI,I30   ,SIL,2015,30
HYNDAI,I30   ,WHI,2015,45
HYNDAI,I30   ,BLK,2016,6
HYNDAI,I30   ,BLU,2016,4
HYNDAI,I30   ,GRY,2016,18
HYNDAI,I30   ,RED,2016,12
HYNDAI,I30   ,SIL,2016,15
HYNDAI,I30   ,WHI,2016,40
HYNDAI,I30   ,BLK,2017,9
HYNDAI,I30   ,BLU,2017,14
HYNDAI,I30   ,GRY,2017,17
HYNDAI,I30   ,OGE,2017,2
HYNDAI,I30   ,RED,2017,12
HYNDAI,I30   ,SIL,2017,16
HYNDAI,I30   ,WHI,2017,55
HYNDAI,I30   ,BLK,2018,6
HYNDAI,I30   ,BLU,2018,9
HYNDAI,I30   ,GRY,2018,14
HYNDAI,I30   ,OGE,2018,1
HYNDAI,I30   ,RED,2018,10
HYNDAI,I30   ,SIL,2018,12
HYNDAI,I30   ,WHI,2018,46
HYNDAI,I30   ,BLK,2019,9
HYNDAI,I30   ,BLU,2019,11
HYNDAI,I30   ,GRY,2019,16
HYNDAI,I30   ,OGE,2019,3
HYNDAI,I30   ,RED,2019,5
HYNDAI,I30   ,SIL,2019,10
HYNDAI,I30   ,WHI,2019,59
HYNDAI,I30   ,BLK,2020,2
HYNDAI,I30   ,BLU,2020,6
HYNDAI,I30   ,GRY,2020,7
HYNDAI,I30   ,RED,2020,3
HYNDAI,I30   ,SIL,2020,9
HYNDAI,I30   ,WHI,2020,37
HYNDAI,I30   ,BLK,2021,7
HYNDAI,I30   ,BLU,2021,25
HYNDAI,I30   ,GRY,2021,36
HYNDAI,I30   ,OGE,2021,2
HYNDAI,I30   ,RED,2021,27
HYNDAI,I30   ,SIL,2021,4
HYNDAI,I30   ,WHI,2021,100
HYNDAI,I30   ,BLK,2022,1
HYNDAI,I30   ,BLU,2022,9
HYNDAI,I30   ,GRY,2022,30
HYNDAI,I30   ,OGE,2022,2
HYNDAI,I30   ,RED,2022,1
HYNDAI,I30   ,SIL,2022,2
HYNDAI,I30   ,WHI,2022,37
HYNDAI,I30   ,BLK,2023,7
HYNDAI,I30   ,BLU,2023,4
HYNDAI,I30   ,GRY,2023,11
HYNDAI,I30   ,RED,2023,9
HYNDAI,I30   ,SIL,2023,2
HYNDAI,I30   ,WHI,2023,21
HYNDAI,I30   ,BLK,2024,17
HYNDAI,I30   ,BLU,2024,36
HYNDAI,I30   ,GRY,2024,89
HYNDAI,I30   ,RED,2024,14
HYNDAI,I30   ,SIL,2024,9
HYNDAI,I30   ,WHI,2024,98
HYNDAI,I30 AC,RED,2017,2
HYNDAI,I30 AC,WHI,2022,1
HYNDAI,I30 DR,BLK,2022,1
HYNDAI,I30 EL,RED,2024,1
HYNDAI,I30 EL,SIL,2024,1
HYNDAI,I30 EL,WHI,2024,1
HYNDAI,I30 HA,WHI,2024,3
HYNDAI,I30 HE,WHI,2024,3
HYNDAI,I30 N ,GRY,2022,1
HYNDAI,I30 N ,BLU,2023,1
HYNDAI,I30 N ,GRY,2023,1
HYNDAI,I30 N ,WHI,2023,1
HYNDAI,I30 N ,BLK,2024,2
HYNDAI,I30 N ,BLU,2024,8
HYNDAI,I30 N ,GRN,2024,1
HYNDAI,I30 N ,GRY,2024,6
HYNDAI,I30 N ,RED,2024,1
HYNDAI,I30 N ,SIL,2024,2
HYNDAI,I30 N ,WHI,2024,12
HYNDAI,I30 SE,BLU,2024,2
HYNDAI,I30 SE,GRY,2024,2
HYNDAI,I30 SE,WHI,2024,2
HYNDAI,I30 SR,BLU,2017,1
HYNDAI,I30 SR,BLU,2018,1
HYNDAI,I30 SX,SIL,2009,2
HYNDAI,I30CW ,GRY,2009,1
HYNDAI,I30CW ,SIL,2009,1
HYNDAI,I30CW ,WHI,2010,2
HYNDAI,I30N  ,BLU,2021,2
HYNDAI,I30N  ,GRY,2021,1
HYNDAI,I30N  ,BLK,2024,1
HYNDAI,I30N  ,BLU,2024,1
HYNDAI,I30N  ,GRY,2024,1
HYNDAI,I30SX ,SIL,2010,1
HYNDAI,I35   ,SIL,2012,1
B M W ,I4    ,BLK,2023,6
B M W ,I4    ,WHI,2023,1
B M W ,I4    ,BLK,2024,4
B M W ,I4    ,GRN,2024,1
B M W ,I4    ,GRY,2024,3
B M W ,I4    ,RED,2024,1
B M W ,I4    ,WHI,2024,5
B M W ,I4 35 ,BLK,2024,3
B M W ,I4 35 ,GRN,2024,4
B M W ,I4 35 ,GRY,2024,3
B M W ,I4 35 ,RED,2024,2
B M W ,I4 35 ,WHI,2024,3
B M W ,I4 35E,BLK,2024,1
B M W ,I4 E35,OGE,2024,1
B M W ,I4 E35,WHI,2024,5
B M W ,I4 EDR,WHI,2023,1
B M W ,I4 EDR,BLK,2024,4
B M W ,I4 EDR,BLU,2024,1
B M W ,I4 EDR,GRN,2024,2
B M W ,I4 EDR,GRY,2024,4
B M W ,I4 EDR,RED,2024,2
B M W ,I4 EDR,WHI,2024,6
B M W ,I4 M50,BLU,2024,1
B M W ,I4 M50,GRN,2024,1
B M W ,I4 M50,GRY,2024,2
HYNDAI,I40   ,BLK,2011,1
HYNDAI,I40   ,GRY,2011,4
HYNDAI,I40   ,WHI,2011,1
HYNDAI,I40   ,BLK,2012,1
HYNDAI,I40   ,BRN,2012,1
HYNDAI,I40   ,GRY,2012,1
HYNDAI,I40   ,SIL,2012,4
HYNDAI,I40   ,WHI,2012,3
HYNDAI,I40   ,BLU,2013,2
HYNDAI,I40   ,GRY,2013,2
HYNDAI,I40   ,SIL,2013,8
HYNDAI,I40   ,WHI,2013,6
HYNDAI,I40   ,SIL,2014,2
HYNDAI,I40   ,WHI,2014,6
HYNDAI,I40   ,WHI,2015,4
HYNDAI,I40   ,WHI,2016,3
HYNDAI,I40   ,BLU,2017,1
HYNDAI,I40   ,WHI,2017,1
HYNDAI,I45   ,BLK,2010,1
HYNDAI,I45   ,GRY,2010,2
HYNDAI,I45   ,SIL,2010,1
HYNDAI,I45   ,BLK,2011,1
HYNDAI,I45   ,GRY,2011,5
HYNDAI,I45   ,SIL,2011,8
HYNDAI,I45   ,WHI,2011,6
HYNDAI,I45   ,BLK,2012,3
HYNDAI,I45   ,GRY,2012,2
HYNDAI,I45   ,RED,2012,1
HYNDAI,I45   ,SIL,2012,6
HYNDAI,I45   ,WHI,2012,2
HYNDAI,I45   ,GRY,2013,2
B M W ,I5    ,GRY,2023,1
B M W ,I5    ,BLK,2024,1
B M W ,I5    ,GRN,2024,1
B M W ,I5    ,RED,2024,1
B M W ,I5    ,WHI,2024,1
B M W ,I5 40 ,BLK,2023,1
B M W ,I5 40 ,GRY,2023,1
B M W ,I5 M60,BLK,2023,1
B M W ,I5 M60,BLU,2023,1
RAM   ,I500  ,BLK,2023,1
FOTON ,IBLUET,WHI,2023,2
HYNDAI,ICCEN ,WHI,2019,1
INDCON,ICV   ,BLK,2010,1
CITRN ,ID20  ,RED,1970,1
FENDT ,IDEAL ,BLK,2023,1
SUZUKI,IGNIS ,BLK,2001,1
SUZUKI,IGNIS ,BLU,2001,1
SUZUKI,IGNIS ,SIL,2002,2
SUZUKI,IGNIS ,SIL,2003,2
SUZUKI,IGNIS ,BLU,2004,3
SUZUKI,IGNIS ,SIL,2004,2
SUZUKI,IGNIS ,WHI,2016,1
SUZUKI,IGNIS ,BLU,2017,2
SUZUKI,IGNIS ,GRY,2017,2
SUZUKI,IGNIS ,OGE,2017,1
SUZUKI,IGNIS ,WHI,2017,1
SUZUKI,IGNIS ,GRY,2018,1
SUZUKI,IGNIS ,OGE,2018,2
SUZUKI,IGNIS ,WHI,2018,1
SUZUKI,IGNIS ,OGE,2019,1
SUZUKI,IGNIS ,GRN,2020,1
SUZUKI,IGNIS ,WHI,2020,2
SUZUKI,IGNIS ,BEI,2021,2
SUZUKI,IGNIS ,GRY,2021,2
SUZUKI,IGNIS ,WHI,2021,7
SUZUKI,IGNIS ,GRY,2022,2
SUZUKI,IGNIS ,WHI,2022,1
SUZUKI,IGNIS ,BLK,2023,1
SUZUKI,IGNIS ,GRY,2023,2
SUZUKI,IGNIS ,KHA,2023,1
SUZUKI,IGNIS ,WHI,2023,1
SUZUKI,IGNIS ,BLK,2024,3
SUZUKI,IGNIS ,CRM,2024,2
SUZUKI,IGNIS ,GRN,2024,1
SUZUKI,IGNIS ,GRY,2024,6
SUZUKI,IGNIS ,RED,2024,5
SUZUKI,IGNIS ,WHI,2024,8
GENSIS,IK17  ,BLK,2022,1
HYNDAI,ILANT ,SIL,2005,1
HYNDAI,ILOA  ,WHI,2017,1
HYNDAI,ILOAD ,WHI,2008,8
HYNDAI,ILOAD ,BLK,2009,2
HYNDAI,ILOAD ,GRY,2009,1
HYNDAI,ILOAD ,SIL,2009,3
HYNDAI,ILOAD ,WHI,2009,6
HYNDAI,ILOAD ,GRN,2010,1
HYNDAI,ILOAD ,SIL,2010,2
HYNDAI,ILOAD ,WHI,2010,9
HYNDAI,ILOAD ,BLK,2011,2
HYNDAI,ILOAD ,GRY,2011,4
HYNDAI,ILOAD ,SIL,2011,1
HYNDAI,ILOAD ,WHI,2011,14
HYNDAI,ILOAD ,BLK,2012,2
HYNDAI,ILOAD ,GRY,2012,1
HYNDAI,ILOAD ,SIL,2012,4
HYNDAI,ILOAD ,WHI,2012,21
HYNDAI,ILOAD ,BLK,2013,1
HYNDAI,ILOAD ,SIL,2013,4
HYNDAI,ILOAD ,WHI,2013,15
HYNDAI,ILOAD ,GRY,2014,1
HYNDAI,ILOAD ,WHI,2014,21
HYNDAI,ILOAD ,GRY,2015,1
HYNDAI,ILOAD ,SIL,2015,5
HYNDAI,ILOAD ,WHI,2015,18
HYNDAI,ILOAD ,GRY,2016,3
HYNDAI,ILOAD ,SIL,2016,4
HYNDAI,ILOAD ,WHI,2016,25
HYNDAI,ILOAD ,BLK,2017,2
HYNDAI,ILOAD ,CRM,2017,1
HYNDAI,ILOAD ,SIL,2017,3
HYNDAI,ILOAD ,WHI,2017,24
HYNDAI,ILOAD ,BLK,2018,2
HYNDAI,ILOAD ,GRY,2018,5
HYNDAI,ILOAD ,SIL,2018,3
HYNDAI,ILOAD ,WHI,2018,24
HYNDAI,ILOAD ,GRY,2019,1
HYNDAI,ILOAD ,SIL,2019,1
HYNDAI,ILOAD ,WHI,2019,26
HYNDAI,ILOAD ,SIL,2020,4
HYNDAI,ILOAD ,WHI,2020,7
HYNDAI,ILOAD ,WHI,2021,6
HYNDAI,IMAX  ,GRY,2008,2
HYNDAI,IMAX  ,WHI,2009,2
HYNDAI,IMAX  ,BLK,2010,1
HYNDAI,IMAX  ,SIL,2010,3
HYNDAI,IMAX  ,WHI,2010,1
HYNDAI,IMAX  ,BLK,2011,1
HYNDAI,IMAX  ,GRY,2012,1
HYNDAI,IMAX  ,WHI,2012,1
HYNDAI,IMAX  ,SIL,2013,2
HYNDAI,IMAX  ,WHI,2013,2
HYNDAI,IMAX  ,GRY,2014,1
HYNDAI,IMAX  ,SIL,2014,1
HYNDAI,IMAX  ,WHI,2014,1
HYNDAI,IMAX  ,BLK,2015,2
HYNDAI,IMAX  ,SIL,2015,1
HYNDAI,IMAX  ,WHI,2015,3
HYNDAI,IMAX  ,SIL,2016,1
HYNDAI,IMAX  ,WHI,2016,2
HYNDAI,IMAX  ,WHI,2017,4
HYNDAI,IMAX  ,GRY,2018,1
HYNDAI,IMAX  ,WHI,2018,5
HYNDAI,IMAX  ,BLK,2019,1
HYNDAI,IMAX  ,WHI,2019,1
HYNDAI,IMAX  ,WHI,2021,1
HYNDAI,IMAZ  ,SIL,2008,2
SUBARU,IMP XV,WHI,2014,1
CHEV  ,IMPAL ,GRY,1967,1
SUBARU,IMPER ,BLU,2002,1
SUBARU,IMPR04,BLK,2005,2
SUBARU,IMPRE ,SIL,2001,1
SUBARU,IMPRE ,BLK,2004,1
SUBARU,IMPRE ,RED,2005,1
SUBARU,IMPRE ,SIL,2007,1
SUBARU,IMPRE ,WHI,2007,1
SUBARU,IMPRE ,SIL,2008,1
SUBARU,IMPRE ,BLK,2009,1
SUBARU,IMPRE ,WHI,2009,1
SUBARU,IMPRE ,WHI,2010,1
SUBARU,IMPRE ,BLK,2013,2
SUBARU,IMPRE ,WHI,2017,2
SUBARU,IMPRE ,BLK,2018,1
SUBARU,IMPRE ,GRY,2019,2
SUBARU,IMPRE ,WHI,2020,1
SUBARU,IMPRES,BLK,2006,1
SUBARU,IMPRES,BLU,2010,1
SUBARU,IMPREX,RED,2010,2
SUBARU,IMPREZ,SIL,1997,1
SUBARU,IMPREZ,WHI,1997,1
SUBARU,IMPREZ,BLU,1998,4
SUBARU,IMPREZ,RED,1998,1
SUBARU,IMPREZ,BLU,1999,3
SUBARU,IMPREZ,GRN,1999,1
SUBARU,IMPREZ,SIL,1999,2
SUBARU,IMPREZ,BLU,2000,1
SUBARU,IMPREZ,GRN,2000,2
SUBARU,IMPREZ,SIL,2000,1
SUBARU,IMPREZ,WHI,2000,1
SUBARU,IMPREZ,BLK,2001,3
SUBARU,IMPREZ,BLU,2001,6
SUBARU,IMPREZ,SIL,2001,5
SUBARU,IMPREZ,WHI,2001,2
SUBARU,IMPREZ,BLK,2002,2
SUBARU,IMPREZ,BLU,2002,4
SUBARU,IMPREZ,SIL,2002,5
SUBARU,IMPREZ,WHI,2002,1
SUBARU,IMPREZ,YLW,2002,1
SUBARU,IMPREZ,BLK,2003,1
SUBARU,IMPREZ,BLU,2003,1
SUBARU,IMPREZ,RED,2003,1
SUBARU,IMPREZ,SIL,2003,2
SUBARU,IMPREZ,BLK,2004,2
SUBARU,IMPREZ,BLU,2004,6
